filename,title
/xiaolin/xyq/RS/Datasets/RSITMD/images/denseresidential_1458.tif,Residential buildings on both sides.
/xiaolin/xyq/RS/Datasets/RSITMD/images/river_3524.tif,Two small gray boats moored on both sides of the bridge.
/xiaolin/xyq/RS/Datasets/RSITMD/images/river_3524.tif,A town is located on the Bank of an island.
/xiaolin/xyq/RS/Datasets/RSITMD/images/river_3524.tif,It's a road and a lawn.
/xiaolin/xyq/RS/Datasets/RSITMD/images/river_3524.tif,Vehicle's on the road by the river.
/xiaolin/xyq/RS/Datasets/RSITMD/images/river_3524.tif,Two white planes stopped near the gray house.
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_2060.tif,Very large grey and Wight desert.
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_2060.tif,There is a pool at the corner of the resort on the beach.
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_2060.tif,Some red and green buildings are surrounded by some green plants and two intersecting streets.
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_2060.tif,The green part of the road and the green plant.
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_2060.tif,Some red and green buildings are surrounded by some green plants and two roads crossing.
/xiaolin/xyq/RS/Datasets/RSITMD/images/farmland_1699.tif,A large number of cars are parked in the parking lot marked with white lines.
/xiaolin/xyq/RS/Datasets/RSITMD/images/farmland_1699.tif,The industrial houses on the street are in good order.
/xiaolin/xyq/RS/Datasets/RSITMD/images/farmland_1699.tif,"Green farmland is close to forests and ponds, separated by ridges."
/xiaolin/xyq/RS/Datasets/RSITMD/images/farmland_1699.tif,some green trees are scattered in some pieces of farmlands .
/xiaolin/xyq/RS/Datasets/RSITMD/images/farmland_1699.tif,Parking is near the church.
/xiaolin/xyq/RS/Datasets/RSITMD/images/farmland_1735.tif,It has green and dark green grass and a red track.
/xiaolin/xyq/RS/Datasets/RSITMD/images/farmland_1735.tif,There are several paths near the green wheat field.
/xiaolin/xyq/RS/Datasets/RSITMD/images/farmland_1735.tif,There is a road through my house.
/xiaolin/xyq/RS/Datasets/RSITMD/images/farmland_1735.tif,There is a long river around the viaduct.
/xiaolin/xyq/RS/Datasets/RSITMD/images/farmland_1735.tif,There are several paths near the fields of green wheat.
/xiaolin/xyq/RS/Datasets/RSITMD/images/meadow_2154.tif,This is a stadium that has not been built.
/xiaolin/xyq/RS/Datasets/RSITMD/images/meadow_2154.tif,A large number of blue tanks were neatly arranged.
/xiaolin/xyq/RS/Datasets/RSITMD/images/meadow_2154.tif,There is a grassy pasture.
/xiaolin/xyq/RS/Datasets/RSITMD/images/meadow_2154.tif,There are a few roads between two residential areas and a station.
/xiaolin/xyq/RS/Datasets/RSITMD/images/meadow_2154.tif,a quarter of the parking is in the shadow .
/xiaolin/xyq/RS/Datasets/RSITMD/images/mediumresidential_2232.tif,There are many people in football.
/xiaolin/xyq/RS/Datasets/RSITMD/images/mediumresidential_2232.tif,"Between two bare lawns, there was a lawn, and the house was on the side of the road."
/xiaolin/xyq/RS/Datasets/RSITMD/images/mediumresidential_2232.tif,the suspension bridge is across the broad river .
/xiaolin/xyq/RS/Datasets/RSITMD/images/mediumresidential_2232.tif,several beautiful houses sits alongside the road surrounded by desert .
/xiaolin/xyq/RS/Datasets/RSITMD/images/mediumresidential_2232.tif,There was a bare floor between two houses lying on the ground.
/xiaolin/xyq/RS/Datasets/RSITMD/images/sparseresidential_3827.tif,There is a big stadium with vegetation around it.
/xiaolin/xyq/RS/Datasets/RSITMD/images/sparseresidential_3827.tif,The line is very large.
/xiaolin/xyq/RS/Datasets/RSITMD/images/sparseresidential_3827.tif,"It's a lawn, many trees, several buildings, roads, land and an outdoor swimming pool."
/xiaolin/xyq/RS/Datasets/RSITMD/images/sparseresidential_3827.tif,"This is a lawn, many trees, different buildings, roads, land and an outdoor pool."
/xiaolin/xyq/RS/Datasets/RSITMD/images/sparseresidential_3827.tif,"It is a lawn, many trees, roads, land and outdoor swimming pool."
/xiaolin/xyq/RS/Datasets/RSITMD/images/forest_1820.tif,The forest is so thick that it looks like sea waves.
/xiaolin/xyq/RS/Datasets/RSITMD/images/forest_1820.tif,The forest is thick and looks like waves.
/xiaolin/xyq/RS/Datasets/RSITMD/images/forest_1820.tif,The long river is surrounded by dark green trees.
/xiaolin/xyq/RS/Datasets/RSITMD/images/forest_1820.tif,Blue sea is better than sand.
/xiaolin/xyq/RS/Datasets/RSITMD/images/forest_1820.tif,The forest is so dense that it looks like the waves of the sea.
/xiaolin/xyq/RS/Datasets/RSITMD/images/center_1030.tif,"There are parking lots, roads and amusement parks next to the circular conference center."
/xiaolin/xyq/RS/Datasets/RSITMD/images/center_1030.tif,"There is a parking lot, a road and an amusement park beside the circular conference center."
/xiaolin/xyq/RS/Datasets/RSITMD/images/center_1030.tif,The two paths intersect vertically in the courtyard.
/xiaolin/xyq/RS/Datasets/RSITMD/images/center_1030.tif,"Next to the conference center, it is surrounded by parking lots, streets and amusement parks."
/xiaolin/xyq/RS/Datasets/RSITMD/images/center_1030.tif,"Next to the circular conference center, there are parking lots, roads and amusement parks."
/xiaolin/xyq/RS/Datasets/RSITMD/images/sparseresidential_3817.tif,Some buildings with swimming pools are surrounded by a part of the forest.
/xiaolin/xyq/RS/Datasets/RSITMD/images/sparseresidential_3817.tif,Several buildings with swimming pools are half surrounded by a forest.
/xiaolin/xyq/RS/Datasets/RSITMD/images/sparseresidential_3817.tif,There are lots of blue plants in this factory.
/xiaolin/xyq/RS/Datasets/RSITMD/images/sparseresidential_3817.tif,This green soccer pitch is surrounded by a red running line lined with rows of trees.
/xiaolin/xyq/RS/Datasets/RSITMD/images/sparseresidential_3817.tif,There is a yellow house in the middle of the forest.
/xiaolin/xyq/RS/Datasets/RSITMD/images/parking_2650.tif,There is a coconut tree in front of the parking lot.
/xiaolin/xyq/RS/Datasets/RSITMD/images/parking_2650.tif,There is a coconut tree in front of the park.
/xiaolin/xyq/RS/Datasets/RSITMD/images/parking_2650.tif,There are coconut trees
/xiaolin/xyq/RS/Datasets/RSITMD/images/parking_2650.tif,the houses in the industrial area are blue and yellow .
/xiaolin/xyq/RS/Datasets/RSITMD/images/parking_2650.tif,Two white tanks approached a car.
/xiaolin/xyq/RS/Datasets/RSITMD/images/port_3068.tif,There is a star building surrounded by planes on the apron.
/xiaolin/xyq/RS/Datasets/RSITMD/images/port_3068.tif,There are white buildings and white buildings on both sides of the playground
/xiaolin/xyq/RS/Datasets/RSITMD/images/port_3068.tif,"This is a huge, lively port with bright, decorated blue sea."
/xiaolin/xyq/RS/Datasets/RSITMD/images/port_3068.tif,two big storagetanks and a little storage tank have no roof in side .
/xiaolin/xyq/RS/Datasets/RSITMD/images/port_3068.tif,There are only large deserts in the desert.
/xiaolin/xyq/RS/Datasets/RSITMD/images/parking_2702.tif,This pond is next to bald farmland.
/xiaolin/xyq/RS/Datasets/RSITMD/images/parking_2702.tif,Parking lot. The car is very close.
/xiaolin/xyq/RS/Datasets/RSITMD/images/parking_2702.tif,Near the parking lot.
/xiaolin/xyq/RS/Datasets/RSITMD/images/parking_2702.tif,a parking apron with a plane parked on and connected to a runway is lying on the bareland .
/xiaolin/xyq/RS/Datasets/RSITMD/images/parking_2702.tif,the colors of the two ponds are both bright blue .
/xiaolin/xyq/RS/Datasets/RSITMD/images/pond_2947.tif,The lake covers most of the lake.
/xiaolin/xyq/RS/Datasets/RSITMD/images/pond_2947.tif,"the pool of color is dark, light green color is around ."
/xiaolin/xyq/RS/Datasets/RSITMD/images/pond_2947.tif,green ponds sit in this resort surrounded by rows of red houses .
/xiaolin/xyq/RS/Datasets/RSITMD/images/pond_2947.tif,These rows of Houses are distributed on both sides of the road.
/xiaolin/xyq/RS/Datasets/RSITMD/images/pond_2947.tif,There are many green trees on the road near the swimming pool.
/xiaolin/xyq/RS/Datasets/RSITMD/images/meadow_2196.tif,The two tennis courts are separated from the sea by road.
/xiaolin/xyq/RS/Datasets/RSITMD/images/meadow_2196.tif,This is a circular square.
/xiaolin/xyq/RS/Datasets/RSITMD/images/meadow_2196.tif,The densely built campus is surrounded by dense forests.
/xiaolin/xyq/RS/Datasets/RSITMD/images/meadow_2196.tif,they have just green sprouts sprouting from the grass on the pasture.
/xiaolin/xyq/RS/Datasets/RSITMD/images/meadow_2196.tif,"Near the ranch, there is a wide street."
/xiaolin/xyq/RS/Datasets/RSITMD/images/stadium_4235.tif,residential buildings on both sides of the street are well disposed.
/xiaolin/xyq/RS/Datasets/RSITMD/images/stadium_4235.tif,There are some empty parking and soccer grounds by the road.
/xiaolin/xyq/RS/Datasets/RSITMD/images/stadium_4235.tif,"There is a football field near a road, and there are some empty parking lots."
/xiaolin/xyq/RS/Datasets/RSITMD/images/stadium_4235.tif,There is a rectangular pond beside a green lawn.
/xiaolin/xyq/RS/Datasets/RSITMD/images/stadium_4235.tif,It's a smart football field with a light gray roof that surrounds the parking lot and a straight street.
/xiaolin/xyq/RS/Datasets/RSITMD/images/square_4063.tif,The land is a large area of green farmland.
/xiaolin/xyq/RS/Datasets/RSITMD/images/square_4063.tif,The ground of the square is a brick alley.
/xiaolin/xyq/RS/Datasets/RSITMD/images/square_4063.tif,The floor of the square consists of a brick aisle.
/xiaolin/xyq/RS/Datasets/RSITMD/images/square_4063.tif,The ground of the square
/xiaolin/xyq/RS/Datasets/RSITMD/images/square_4063.tif,The floor of the square consists of a band of bricks.
/xiaolin/xyq/RS/Datasets/RSITMD/images/viaduct_4644.tif,There are many green trees beside the building.
/xiaolin/xyq/RS/Datasets/RSITMD/images/viaduct_4644.tif,The cathedral seems a bit dark.
/xiaolin/xyq/RS/Datasets/RSITMD/images/viaduct_4644.tif,There are many green trees beside the building.
/xiaolin/xyq/RS/Datasets/RSITMD/images/viaduct_4644.tif,There are many green trees beside the building.
/xiaolin/xyq/RS/Datasets/RSITMD/images/viaduct_4644.tif,There are many green trees beside the building.
/xiaolin/xyq/RS/Datasets/RSITMD/images/forest_1879.tif,The looming river is across the airy forest.
/xiaolin/xyq/RS/Datasets/RSITMD/images/forest_1879.tif,in the forest  there is a narrow long area with little trees .
/xiaolin/xyq/RS/Datasets/RSITMD/images/forest_1879.tif,The faintly visible river runs through the dense forest.
/xiaolin/xyq/RS/Datasets/RSITMD/images/forest_1879.tif,Ground distribution of residential buildings.
/xiaolin/xyq/RS/Datasets/RSITMD/images/forest_1879.tif,The river runs through the thick forest
/xiaolin/xyq/RS/Datasets/RSITMD/images/port_3109.tif,the yellow river with ships is shining brightly under sunlight  over which there is a double tower stayed cable bridge .
/xiaolin/xyq/RS/Datasets/RSITMD/images/port_3109.tif,Some ships line up in four rows in a harbor.
/xiaolin/xyq/RS/Datasets/RSITMD/images/port_3109.tif,Some boats are in a port in four ordered lines.
/xiaolin/xyq/RS/Datasets/RSITMD/images/port_3109.tif,These two large buildings are close to the railway.
/xiaolin/xyq/RS/Datasets/RSITMD/images/port_3109.tif,lush plants cover the hills while there are many crests.
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2502.tif,many cars packed at the church gate.
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2502.tif,There are many trees and grass around the lake.
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2502.tif,There are many trees and grass by the lake.
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2502.tif,There's a lake by the road.
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2502.tif,a large building is close to a street.
/xiaolin/xyq/RS/Datasets/RSITMD/images/center_1027.tif,The car was parked on three sides of the long gray conference center.
/xiaolin/xyq/RS/Datasets/RSITMD/images/center_1027.tif,The desert is yellow.
/xiaolin/xyq/RS/Datasets/RSITMD/images/center_1027.tif,The car was parked on three sides of a long gray conference center.
/xiaolin/xyq/RS/Datasets/RSITMD/images/center_1027.tif,The industrial houses on the street are in good order.
/xiaolin/xyq/RS/Datasets/RSITMD/images/center_1027.tif,The long gray conference center stopped on three sides.
/xiaolin/xyq/RS/Datasets/RSITMD/images/mediumresidential_2286.tif,Many green blocks are in midum residential area.
/xiaolin/xyq/RS/Datasets/RSITMD/images/mediumresidential_2286.tif,There are many green trees around a building.
/xiaolin/xyq/RS/Datasets/RSITMD/images/mediumresidential_2286.tif,On the coast of the city is a port with sailboats and ships.
/xiaolin/xyq/RS/Datasets/RSITMD/images/mediumresidential_2286.tif,There are five yachts on one side of the narrow bridge.
/xiaolin/xyq/RS/Datasets/RSITMD/images/mediumresidential_2286.tif,Many Green Blocks are in the average residential area.
/xiaolin/xyq/RS/Datasets/RSITMD/images/bareland_651.tif,There is nothing in the desert.
/xiaolin/xyq/RS/Datasets/RSITMD/images/bareland_651.tif,"A square of soil on a bare, leaking wasteland."
/xiaolin/xyq/RS/Datasets/RSITMD/images/bareland_651.tif,"Square land on a bare, leaking wasteland."
/xiaolin/xyq/RS/Datasets/RSITMD/images/bareland_651.tif,A square of land on a leaking wasteland.
/xiaolin/xyq/RS/Datasets/RSITMD/images/bareland_651.tif,There is nothing on the moor.
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2510.tif,There are many residential areas near the park.
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2510.tif,There are many residential areas near the park.
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2510.tif,There are many residential areas near the park.
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2510.tif,There are many residential areas near the park.
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2510.tif,the rectangle and circle farmland is white and dark green .
/xiaolin/xyq/RS/Datasets/RSITMD/images/railwaystation_3273.tif,The railway station covers a large area.
/xiaolin/xyq/RS/Datasets/RSITMD/images/railwaystation_3273.tif,The railway station takes up a large area.
/xiaolin/xyq/RS/Datasets/RSITMD/images/railwaystation_3273.tif,The railway station covers a large area.
/xiaolin/xyq/RS/Datasets/RSITMD/images/railwaystation_3273.tif,The railway station covers a large area.
/xiaolin/xyq/RS/Datasets/RSITMD/images/railwaystation_3273.tif,The railway station covers a large area.
/xiaolin/xyq/RS/Datasets/RSITMD/images/boat_461.tif,The green boat sat quietly on one side of the thin bridge.
/xiaolin/xyq/RS/Datasets/RSITMD/images/boat_461.tif,The red land was full of traces of cars.
/xiaolin/xyq/RS/Datasets/RSITMD/images/boat_461.tif,"A small green boat was floating on the dark blue sea, carrying the goods from the port."
/xiaolin/xyq/RS/Datasets/RSITMD/images/boat_461.tif,The railway tracks converged from the station with the gray roof protruding.
/xiaolin/xyq/RS/Datasets/RSITMD/images/boat_461.tif,Advertisements pass through the main road and cars pass by.
/xiaolin/xyq/RS/Datasets/RSITMD/images/school_3718.tif,The building is surrounded by trees.
/xiaolin/xyq/RS/Datasets/RSITMD/images/school_3718.tif,Several industrial areas in the factory.
/xiaolin/xyq/RS/Datasets/RSITMD/images/school_3718.tif,the teaching buildings are surrounded by trees .
/xiaolin/xyq/RS/Datasets/RSITMD/images/school_3718.tif,roads stretch through this campus with plenty teaching buildings and a sports field inside .
/xiaolin/xyq/RS/Datasets/RSITMD/images/school_3718.tif,roads stretch through this campus with plenty teaching buildings and a sports field inside .
/xiaolin/xyq/RS/Datasets/RSITMD/images/school_3730.tif,There is a road between two huge buildings.
/xiaolin/xyq/RS/Datasets/RSITMD/images/school_3730.tif,There's a road between two pieces of big buildings.
/xiaolin/xyq/RS/Datasets/RSITMD/images/school_3730.tif,There is some luggage near the plane.
/xiaolin/xyq/RS/Datasets/RSITMD/images/school_3730.tif,a straight road stretches alongside this school with a tall building in it .
/xiaolin/xyq/RS/Datasets/RSITMD/images/school_3730.tif,There's a road between two big buildings.
/xiaolin/xyq/RS/Datasets/RSITMD/images/playground_2804.tif,There are two playgrounds in the land.
/xiaolin/xyq/RS/Datasets/RSITMD/images/playground_2804.tif,There are many big trees around the river.
/xiaolin/xyq/RS/Datasets/RSITMD/images/playground_2804.tif,There is a row of grey roofs in front of the playground.
/xiaolin/xyq/RS/Datasets/RSITMD/images/playground_2804.tif,The project's characteristic center is surrounded by vehicles and plants.
/xiaolin/xyq/RS/Datasets/RSITMD/images/playground_2804.tif,There are two playing fields on earth.
/xiaolin/xyq/RS/Datasets/RSITMD/images/forest_1901.tif,the ground is a forest .
/xiaolin/xyq/RS/Datasets/RSITMD/images/forest_1901.tif,some trees have withered .
/xiaolin/xyq/RS/Datasets/RSITMD/images/forest_1901.tif,Dark green forest covered the land.
/xiaolin/xyq/RS/Datasets/RSITMD/images/forest_1901.tif,a building surrounded by some green trees is surrounded by a large piece of green lawn.
/xiaolin/xyq/RS/Datasets/RSITMD/images/forest_1901.tif,There's a road by the playground.
/xiaolin/xyq/RS/Datasets/RSITMD/images/viaduct_4498.tif,Several buildings and parking lots are near the viaduct.
/xiaolin/xyq/RS/Datasets/RSITMD/images/viaduct_4498.tif,"There are several cylindrical white storage tanks on the concrete, standing on two polygonal areas."
/xiaolin/xyq/RS/Datasets/RSITMD/images/viaduct_4498.tif,There are many farmlands on both sides of a small river.
/xiaolin/xyq/RS/Datasets/RSITMD/images/viaduct_4498.tif,Many buildings and parking lots are near the bridge.
/xiaolin/xyq/RS/Datasets/RSITMD/images/viaduct_4498.tif,Many cars are parked in this car park marked with clear white lines.
/xiaolin/xyq/RS/Datasets/RSITMD/images/forest_1906.tif,"Near the yellow beach, there is a green ocean with white waves."
/xiaolin/xyq/RS/Datasets/RSITMD/images/forest_1906.tif,Next to the forest is a gray road with a gray house in the middle
/xiaolin/xyq/RS/Datasets/RSITMD/images/forest_1906.tif,Near a forest there was a gray road with a gray house in the middle
/xiaolin/xyq/RS/Datasets/RSITMD/images/forest_1906.tif,In the white forest and the White House.
/xiaolin/xyq/RS/Datasets/RSITMD/images/forest_1906.tif,several trucks are travelling over the viaduct which spans the straight wide road next to those lush trees .
/xiaolin/xyq/RS/Datasets/RSITMD/images/airport_595.tif,a long narrow light gray road through the farmland in it .
/xiaolin/xyq/RS/Datasets/RSITMD/images/airport_595.tif,An oval green stadium is surrounded by curved roads
/xiaolin/xyq/RS/Datasets/RSITMD/images/airport_595.tif,the airport is between a runway and the farming land .
/xiaolin/xyq/RS/Datasets/RSITMD/images/airport_595.tif,there is a simple termial building with two termial besides the apron which is connected to the runway .
/xiaolin/xyq/RS/Datasets/RSITMD/images/airport_595.tif,There is a pond on a bare land with some trees scattered around it.
/xiaolin/xyq/RS/Datasets/RSITMD/images/playground_2773.tif,The stadium is surrounded by blue cabins and there is a bus nearby.
/xiaolin/xyq/RS/Datasets/RSITMD/images/playground_2773.tif,Along the road there is a triangle building and some square buildings and trees.
/xiaolin/xyq/RS/Datasets/RSITMD/images/playground_2773.tif,There are lots of parking lots outside.
/xiaolin/xyq/RS/Datasets/RSITMD/images/playground_2773.tif,It's a wide field.
/xiaolin/xyq/RS/Datasets/RSITMD/images/playground_2773.tif,This is a tree that just left.
/xiaolin/xyq/RS/Datasets/RSITMD/images/commercial_1313.tif,Several trays connected by pipes are built on concrete and stand beside some trees and lawns together with other buildings.
/xiaolin/xyq/RS/Datasets/RSITMD/images/commercial_1313.tif,at one corner of this four loop flyover  a series of high rise buildings is built  making up a shape of arc .
/xiaolin/xyq/RS/Datasets/RSITMD/images/commercial_1313.tif,The circular advertisement is close to the expressway.
/xiaolin/xyq/RS/Datasets/RSITMD/images/commercial_1313.tif,in this commercial area a bustling overpass stands .
/xiaolin/xyq/RS/Datasets/RSITMD/images/commercial_1313.tif,The advertising circle is beside the highway.
/xiaolin/xyq/RS/Datasets/RSITMD/images/farmland_1763.tif,There is a stadium in the square near the lawn near the car park.
/xiaolin/xyq/RS/Datasets/RSITMD/images/farmland_1763.tif,There are some buildings with some roads and some grass.
/xiaolin/xyq/RS/Datasets/RSITMD/images/farmland_1763.tif,There is a green forest near the industrial zone.
/xiaolin/xyq/RS/Datasets/RSITMD/images/farmland_1763.tif,There are three rows of ships in the harbor near the wharf.
/xiaolin/xyq/RS/Datasets/RSITMD/images/farmland_1763.tif,"Two wooded rivers pass through the farmland, next to the forest."
/xiaolin/xyq/RS/Datasets/RSITMD/images/pond_2918.tif,Irregular polygonal pond and triangular pond are surrounded by green meadows.
/xiaolin/xyq/RS/Datasets/RSITMD/images/pond_2918.tif,An irregular polygonal pond and a triangular pond are surrounded by green grass.
/xiaolin/xyq/RS/Datasets/RSITMD/images/pond_2918.tif,an irregular polygonal pond and a triangular pond are surrounded by green meadows.
/xiaolin/xyq/RS/Datasets/RSITMD/images/pond_2918.tif,Regular green and quadrangle surrounded by green.
/xiaolin/xyq/RS/Datasets/RSITMD/images/pond_2918.tif,An irregular polygonal lagoon and a triangular lagoon are surrounded by green meadows.
/xiaolin/xyq/RS/Datasets/RSITMD/images/parking_2676.tif,There are lots of vacant parking spaces.
/xiaolin/xyq/RS/Datasets/RSITMD/images/parking_2676.tif,There are lots of idle parking spaces.
/xiaolin/xyq/RS/Datasets/RSITMD/images/parking_2676.tif,There are lots of parking lots.
/xiaolin/xyq/RS/Datasets/RSITMD/images/parking_2676.tif,Nine white tanks are in the right position.
/xiaolin/xyq/RS/Datasets/RSITMD/images/parking_2676.tif,There are many idle parking lots.
/xiaolin/xyq/RS/Datasets/RSITMD/images/sparseresidential_3793.tif,Buildings with swimming pools are surrounded by many green trees.
/xiaolin/xyq/RS/Datasets/RSITMD/images/sparseresidential_3793.tif,Vibrant plants cast a big shadow on the swimming pool near villa.
/xiaolin/xyq/RS/Datasets/RSITMD/images/sparseresidential_3793.tif,The lush trees cast shadows on the lush plants near the villa.
/xiaolin/xyq/RS/Datasets/RSITMD/images/sparseresidential_3793.tif,A building with a swimming pool is surrounded by many green trees.
/xiaolin/xyq/RS/Datasets/RSITMD/images/sparseresidential_3793.tif,There are many buildings along the roadside in this commercial district.
/xiaolin/xyq/RS/Datasets/RSITMD/images/farmland_1799.tif,From malt to the ground.
/xiaolin/xyq/RS/Datasets/RSITMD/images/farmland_1799.tif,One place is empty.
/xiaolin/xyq/RS/Datasets/RSITMD/images/farmland_1799.tif,There is a pond at the end of the road. There are several trees around it.
/xiaolin/xyq/RS/Datasets/RSITMD/images/farmland_1799.tif,There's an empty seat.
/xiaolin/xyq/RS/Datasets/RSITMD/images/farmland_1799.tif,this church sits on the roadside with four round green roofs .
/xiaolin/xyq/RS/Datasets/RSITMD/images/square_4010.tif,There is a brown roof on both sides of the square.
/xiaolin/xyq/RS/Datasets/RSITMD/images/square_4010.tif,It's a green ocean.
/xiaolin/xyq/RS/Datasets/RSITMD/images/square_4010.tif,The two white buildings are conical in appearance and are located on the square of white curve.
/xiaolin/xyq/RS/Datasets/RSITMD/images/square_4010.tif,Next to the industrial park is a green land.
/xiaolin/xyq/RS/Datasets/RSITMD/images/square_4010.tif,On both sides of the square are houses with brown roofs.
/xiaolin/xyq/RS/Datasets/RSITMD/images/resort_3421.tif,The resort building near the beach has orange and red roofs.
/xiaolin/xyq/RS/Datasets/RSITMD/images/resort_3421.tif,An intersection of industry separates gray plants.
/xiaolin/xyq/RS/Datasets/RSITMD/images/resort_3421.tif,The buildings near the beach have orange and red roofs.
/xiaolin/xyq/RS/Datasets/RSITMD/images/resort_3421.tif,A blue church is surrounded by three streets full of parked cars
/xiaolin/xyq/RS/Datasets/RSITMD/images/resort_3421.tif,the surf has submerged the dark stone on the edge of the beach .
/xiaolin/xyq/RS/Datasets/RSITMD/images/farmland_1656.tif,Many square farms are in various forms together.
/xiaolin/xyq/RS/Datasets/RSITMD/images/farmland_1656.tif,There is a lake near the overpass.
/xiaolin/xyq/RS/Datasets/RSITMD/images/farmland_1656.tif,Two intersecting gray roads surround a circular gray conference center.
/xiaolin/xyq/RS/Datasets/RSITMD/images/farmland_1656.tif,The three-ring bridge surrounded by green trees is close to the river.
/xiaolin/xyq/RS/Datasets/RSITMD/images/farmland_1656.tif,many square agricultural land of different shapes are together.
/xiaolin/xyq/RS/Datasets/RSITMD/images/square_4089.tif,the bridge spans a river with buildings on one side of it and a parking lot on the other side .
/xiaolin/xyq/RS/Datasets/RSITMD/images/square_4089.tif,five planes are near several buildings in an airport with a runway .
/xiaolin/xyq/RS/Datasets/RSITMD/images/square_4089.tif,several large buildings are around a rectangular square with many green trees.
/xiaolin/xyq/RS/Datasets/RSITMD/images/square_4089.tif,There are many green trees around the square.
/xiaolin/xyq/RS/Datasets/RSITMD/images/square_4089.tif,A large playground is northwest of the school.
/xiaolin/xyq/RS/Datasets/RSITMD/images/school_3743.tif,The trees in the forest are very thick.
/xiaolin/xyq/RS/Datasets/RSITMD/images/school_3743.tif,There is a school located in a forest in.
/xiaolin/xyq/RS/Datasets/RSITMD/images/school_3743.tif,"There are three tall offices and houses, as well as medium-height apartments."
/xiaolin/xyq/RS/Datasets/RSITMD/images/school_3743.tif,"The rectangle consists of four circles and an ellipse, which are mixed with some plants."
/xiaolin/xyq/RS/Datasets/RSITMD/images/school_3743.tif,Many reservoirs are surrounded by some green trees.
/xiaolin/xyq/RS/Datasets/RSITMD/images/beach_844.tif,"On the yellow beach where the shallow green and dark blue seas meet, cars are in a row."
/xiaolin/xyq/RS/Datasets/RSITMD/images/beach_844.tif,"On the yellow sand where the crisp green and dark blue seas meet, cars line up."
/xiaolin/xyq/RS/Datasets/RSITMD/images/beach_844.tif,"On the yellow beach where the glittering green and dark blue seas meet, cars form long lines."
/xiaolin/xyq/RS/Datasets/RSITMD/images/beach_844.tif,"On the yellow sand where green and dark blue sea water meet, cars line up."
/xiaolin/xyq/RS/Datasets/RSITMD/images/beach_844.tif,"On the yellow beach where the crisp green and dark blue seas meet, cars line up."
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_2102.tif,The streets were lined up with industrial houses.
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_2102.tif,many fields near the industrial area near the road .
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_2102.tif,Some industrial buildings are surrounded by green grass.
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_2102.tif,Some industrial buildings are surrounded by green grasslands.
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_2102.tif,The streets were lined up with industrial buildings.
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_2064.tif,The blue industrial zone is divided by crossing roads
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_2064.tif,There are a few trees growing around the overpass.
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_2064.tif,The blue industrial zone is divided into sections by intersecting roads
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_2064.tif,Many white snows cover irregular mountain.
/xiaolin/xyq/RS/Datasets/RSITMD/images/industrial_2064.tif,The Blue industrial area is divided into sections by road crossings
/xiaolin/xyq/RS/Datasets/RSITMD/images/river_3627.tif,White clouds floated above the green forest.
/xiaolin/xyq/RS/Datasets/RSITMD/images/river_3627.tif,A white cloud drifted across the green forest.
/xiaolin/xyq/RS/Datasets/RSITMD/images/river_3627.tif,There is a white cloud floating above the green forest.
/xiaolin/xyq/RS/Datasets/RSITMD/images/river_3627.tif,A ground track can be seen near some black square buildings.
/xiaolin/xyq/RS/Datasets/RSITMD/images/river_3627.tif,There are quite a few planes parked next to the Y shaped building .
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2548.tif,There is a park in the house.
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2548.tif,The lake in the park is two habitats.
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2548.tif,in the middle of this dense community lies a smart park with a little pond in it .
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2548.tif,some light grey road through the park while some meadows over.
/xiaolin/xyq/RS/Datasets/RSITMD/images/park_2548.tif,a road with cars is near a white stadium .
/xiaolin/xyq/RS/Datasets/RSITMD/images/pond_2865.tif,There are many buildings and green trees on both sides of the pond.
/xiaolin/xyq/RS/Datasets/RSITMD/images/pond_2865.tif,Many buildings and green trees are on two sides of a pond.
